"","Season","School","coach_factor","Conference","Coach","TeamID","player_factor","total_factor"
"1660",2018,"LSU",2.26841620607666,"SEC","Will Wade",1261,23.049,25.3174162060767
"1661",2011,"Montana",1.89567867547817,"Big Sky","Wayne Tinkle",1285,23.414,25.3096786754782
"1662",2022,"Norfolk State",3.46020695158257,"MEAC","Robert Jones",1313,21.849,25.3092069515826
"1663",2024,"Duquesne",9.17180630359074,"A-10","Keith Dambrot",1182,16.137,25.3088063035907
"1664",2016,"Colorado",3.86884436247056,"Pac-12","Tad Boyle",1160,21.438,25.3068443624706
"1665",2018,"San Diego",0.834146971300326,"WCC","Lamont Smith",1360,24.455,25.2891469713003
"1666",2022,"North Dakota State",3.30569426211771,"Summit","David Richman",1295,21.973,25.2786942621177
"1667",2013,"Texas Southern",5.28868343471784,"SWAC","Mike Davis",1411,19.989,25.2776834347178
"1668",2021,"Auburn",7.67519354228244,"SEC","Bruce Pearl",1120,17.601,25.2761935422824
"1669",2015,"Green Bay",1.9763545657363,"Horizon","Brian Wardle",1453,23.292,25.2683545657363
"1670",2015,"Belmont",6.67291112042661,"OVC","Rick Byrd",1125,18.588,25.2609111204266
"1671",2021,"Kansas State",10.0445300981474,"Big 12","Bruce Weber",1243,15.214,25.2585300981474
"1672",2017,"Florida",3.09936089770675,"SEC","Michael White",1196,22.159,25.2583608977067
"1673",2011,"IU Indianapolis",4.59889550443904,"Summit","Ron Hunter",1237,20.658,25.256895504439
"1674",2016,"Baylor",5.61476381014818,"Big 12","Scott Drew",1124,19.636,25.2507638101482
"1675",2017,"Toledo",5.30298188056598,"MAC","Tod Kowalczyk",1405,19.938,25.240981880566
"1676",2018,"Lipscomb",2.24528135980655,"A-Sun","Casey Alexander",1252,22.992,25.2372813598066
"1677",2021,"Bryant",0.856694524081193,"NEC","Jared Grasso",1136,24.376,25.2326945240812
"1678",2014,"Vanderbilt",8.62862493874946,"SEC","Kevin Stallings",1435,16.594,25.2226249387495
"1679",2018,"Washington",0.521770530148172,"Pac-12","Mike Hopkins",1449,24.697,25.2187705301482
"1680",2020,"Wisconsin",2.10239783433167,"Big Ten","Greg Gard",1458,23.109,25.2113978343317
"1681",2017,"Monmouth",2.20530803810827,"MAAC","King Rice",1284,23.006,25.2113080381083
"1682",2013,"Iowa State",1.28970556688018,"Big 12","Fred Hoiberg",1235,23.915,25.2047055668802
"1683",2012,"Richmond",3.03583186199175,"A-10","Chris Mooney",1350,22.167,25.2028318619918
"1684",2011,"Oregon",8.96655807942192,"Pac-10","Dana Altman",1332,16.219,25.1855580794219
"1685",2011,"Oral Roberts",4.63628863981304,"Summit","Scott Sutton",1331,20.54,25.176288639813
"1686",2013,"UTEP",8.00567277970725,"CUSA","Tim Floyd",1431,17.167,25.1726727797072
"1687",2015,"St. Joseph's",7.79600930506227,"A-10","Phil Martelli",1386,17.371,25.1670093050623
"1688",2016,"Columbia",2.10161018432819,"Ivy","Kyle Smith",1162,23.059,25.1606101843282
"1689",2022,"Penn State",0.290866146288794,"Big Ten","Micah Shrewsberry",1336,24.844,25.1348661462888
"1690",2019,"Pepperdine",8.46898744649629,"WCC","Lorenzo Romar",1337,16.661,25.1299874464963
"1691",2017,"Northwestern",1.51951492323538,"Big Ten","Chris Collins",1321,23.607,25.1265149232354
"1692",2026,"Gonzaga",16.0564549997033,"WCC","Mark Few",1211,9.062,25.1184549997033
"1693",2023,"Harvard",9.44567499631324,"Ivy","Tommy Amaker",1217,15.658,25.1036749963132
"1694",2012,"Coppin State",8.50474657508804,"MEAC","Fang Mitchell",1164,16.588,25.092746575088
"1695",2012,"Tennessee Tech",0.392642739968438,"OVC","Steve Payne",1399,24.699,25.0916427399684
"1696",2022,"Seattle",0.481676897775692,"WAC","Chris Victor",1370,24.606,25.0876768977757
"1697",2016,"James Madison",4.40987625996083,"CAA","Matt Brady",1241,20.67,25.0798762599608
"1698",2016,"Memphis",3.47304044465472,"AAC","Josh Pastner",1272,21.6,25.0730404446547
"1699",2017,"Western Michigan",5.26169183788241,"MAC","Steve Hawkins",1444,19.809,25.0706918378824
"1700",2024,"Coastal Carolina",17.3213551290074,"Sun Belt","Cliff Ellis",1157,7.744,25.0653551290074
"1701",2011,"Texas A&M",5.19907193419631,"Big 12","Mark Turgeon",1401,19.858,25.0570719341963
"1702",2018,"Indiana",3.22420266652421,"Big Ten","Archie Miller",1231,21.829,25.0532026665242
"1703",2013,"Southern",0.841761205109544,"SWAC","Roman Banks",1380,24.209,25.0507612051095
"1704",2012,"Washington State",2.78539183701557,"Pac-12","Ken Bone",1450,22.258,25.0433918370156
"1705",2013,"Boston College",3.99642243627599,"ACC","Steve Donahue",1130,21.034,25.030422436276
"1706",2025,"Purdue Fort Wayne",4.11657860741973,"Horizon","Jon Coffman",1236,20.912,25.0285786074197
"1707",2021,"UC-Riverside",0.29767276963281,"Big West","Mike Magpayo",1415,24.708,25.0056727696328
"1708",2017,"North Dakota",2.57789387463773,"Big Sky","Brian Jones",1315,22.427,25.0048938746377
"1709",2017,"VCU",1.89161414137736,"A-10","Will Wade",1433,23.113,25.0046141413774
"1710",2013,"UNLV",1.05949686539684,"MWC","Dave Rice",1424,23.944,25.0034968653968
"1711",2015,"Oregon State",3.64590282750617,"Pac-12","Wayne Tinkle",1333,21.357,25.0029028275062
"1712",2021,"Oakland",7.90838850448107,"Horizon","Greg Kampe",1324,17.079,24.9873885044811
"1713",2019,"Washington",1.08127081883415,"Pac-12","Mike Hopkins",1449,23.906,24.9872708188341
"1714",2011,"Pacific",8.3788073089804,"Big West","Bob Thomason",1334,16.608,24.9868073089804
"1715",2020,"UTEP",3.13774235289758,"CUSA","Rodney Terry",1431,21.846,24.9837423528976
"1716",2019,"Northwestern",2.09944160825705,"Big Ten","Chris Collins",1321,22.874,24.9734416082571
"1717",2014,"Ole Miss",3.99210182901617,"SEC","Andy Kennedy",1279,20.981,24.9731018290162
"1718",2014,"Mercer",4.03693246936119,"A-Sun","Bob Hoffman",1273,20.935,24.9719324693612
"1719",2017,"La Salle",6.73692217854874,"A-10","John Giannini",1247,18.228,24.9649221785487
"1720",2019,"Radford",2.87189140898295,"Big South","Mike Jones",1347,22.091,24.962891408983
"1721",2013,"Lafayette",5.35077074748813,"Patriot","Fran O'Hanlon",1248,19.608,24.9587707474881
"1722",2014,"Quinnipiac",2.66078989410308,"MAAC","Tom Moore",1346,22.297,24.9577898941031
"1723",2011,"Colorado",1.66444857253259,"Big 12","Tad Boyle",1160,23.293,24.9574485725326
"1724",2024,"Hofstra",1.37410226553379,"CAA","Speedy Claxton",1220,23.58,24.9541022655338
"1725",2012,"Georgia Tech",3.80062294469126,"ACC","Brian Gregory",1210,21.147,24.9476229446913
"1726",2016,"Louisiana",6.90458105334414,"Sun Belt","Bob Marlin",1418,18.038,24.9425810533441
"1727",2018,"Iowa State",3.40818889441448,"Big 12","Steve Prohm",1235,21.523,24.9311888944145
"1728",2018,"Troy",1.413384679212,"Sun Belt","Phil Cunningham",1407,23.517,24.930384679212
"1729",2018,"Liberty",5.40777572639401,"Big South","Ritchie McKay",1251,19.522,24.929775726394
"1730",2014,"LSU",5.07477779236127,"SEC","Johnny Jones",1261,19.848,24.9227777923613
"1731",2017,"Florida Gulf Coast",3.07827258012119,"A-Sun","Joe Dooley",1195,21.844,24.9222725801212
"1732",2012,"Western Carolina",6.46662725654441,"Southern","Larry Hunter",1441,18.454,24.9206272565444
"1733",2020,"Virginia Tech",6.54897135631917,"ACC","Mike Young",1439,18.367,24.9159713563192
"1734",2012,"North Carolina Central",0.816035987027784,"MEAC","LeVelle Moton",1300,24.098,24.9140359870278
"1735",2021,"South Alabama",1.85120129483781,"Sun Belt","Richie Riley",1375,23.059,24.9102012948378
"1736",2020,"George Mason",4.49158955870978,"A-10","Dave Paulsen",1206,20.418,24.9095895587098
"1737",2018,"Santa Clara",9.1639585394588,"WCC","Herb Sendek",1365,15.734,24.8979585394588
"1738",2026,"UCLA",10.9389751151775,"Big Ten","Mick Cronin",1417,13.951,24.8899751151775
"1739",2022,"Minnesota",0.270166870018182,"Big Ten","Ben Johnson",1278,24.618,24.8881668700182
"1740",2010,"Rhode Island",7.5277831221585,"A-10","Jim Baron",1348,17.354,24.8817831221585
"1741",2010,"Western Michigan",2.57759718755585,"MAC","Steve Hawkins",1444,22.304,24.8815971875558
"1742",2023,"UNC Asheville",1.51963021620466,"Big South","Mike Morrell",1421,23.361,24.8806302162047
"1743",2017,"Illinois",3.74382973789078,"Big Ten","John Groce",1228,21.128,24.8718297378908
"1744",2012,"Northeastern",1.89019428981918,"CAA","Bill Coen",1318,22.981,24.8711942898192
"1745",2014,"Northern Iowa",3.45383297747083,"MVC","Ben Jacobson",1320,21.417,24.8708329774708
"1746",2020,"Missouri",4.90469466816525,"SEC","Cuonzo Martin",1281,19.964,24.8686946681653
"1747",2022,"Seton Hall",5.61532031597117,"Big East","Kevin Willard",1371,19.251,24.8663203159712
"1748",2016,"Fordham",4.26472736996099,"A-10","Jeff Neubauer",1200,20.597,24.861727369961
"1749",2026,"Wisconsin",4.9291694085665,"Big Ten","Greg Gard",1458,19.932,24.8611694085665
"1750",2015,"VCU",3.38892819011494,"A-10","Shaka Smart",1433,21.458,24.8469281901149
"1751",2024,"Memphis",2.7629577858861,"AAC","Anfernee Hardaway",1272,22.077,24.8399577858861
"1752",2013,"Jacksonville State",4.6992370708292,"OVC","James Green",1240,20.139,24.8382370708292
"1753",2013,"Wyoming",2.70514037617648,"MWC","Larry Shyatt",1461,22.132,24.8371403761765
"1754",2021,"Georgia",8.25744865744609,"SEC","Tom Crean",1208,16.572,24.8294486574461
"1755",2017,"New Mexico State",0.586975995809404,"WAC","Paul Weir",1308,24.23,24.8169759958094
"1756",2023,"UCSB",3.5351708568329,"Big West","Joe Pasternack",1364,21.277,24.8121708568329
"1757",2011,"St. John's (NY)",3.4532380055341,"Big East","Steve Lavin",1385,21.353,24.8062380055341
"1758",2017,"Arkansas",6.82270584081961,"SEC","Mike Anderson Sr",1116,17.981,24.8037058408196
"1759",2016,"Long Beach State",6.76710463582519,"Big West","Dan Monson",1253,18.034,24.8011046358252
"1760",2014,"Florida Gulf Coast",1.64222214917926,"A-Sun","Joe Dooley",1195,23.155,24.7972221491793
"1761",2025,"Cincinnati",5.55077129390088,"Big 12","Wes Miller",1153,19.243,24.7937712939009
"1762",2010,"Florida State",7.34226917181602,"ACC","Leonard Hamilton",1199,17.448,24.790269171816
"1763",2011,"VCU",1.14197646334992,"CAA","Shaka Smart",1433,23.636,24.7779764633499
"1764",2014,"Texas A&M",5.42532031435679,"SEC","Billy Kennedy",1401,19.345,24.7703203143568
"1765",2019,"William & Mary",4.69735707426735,"CAA","Tony Shaver",1456,20.067,24.7643570742674
"1766",2012,"Columbia",0.625927374742146,"Ivy","Kyle Smith",1162,24.136,24.7619273747421
"1767",2014,"Oregon State",2.57991126894191,"Pac-12","Craig Robinson",1333,22.176,24.7559112689419
"1768",2012,"Mercer",2.98119021960463,"A-Sun","Bob Hoffman",1273,21.764,24.7451902196046
"1769",2014,"Old Dominion",7.80244733186215,"CUSA","Jeff Jones",1330,16.927,24.7294473318621
"1770",2019,"LSU",1.35296076372228,"SEC","Tony Benford",1261,23.367,24.7199607637223
"1771",2025,"Davidson",0.997399014732562,"A-10","Matt McKillop",1172,23.721,24.7183990147326
"1772",2014,"Xavier",2.30832897887621,"Big East","Chris Mack",1462,22.396,24.7043289788762
"1773",2025,"Drexel",4.84634243072431,"CAA","Zach Spiker",1180,19.843,24.6893424307243
"1774",2022,"Alabama",3.2645362365547,"SEC","Nate Oats",1104,21.42,24.6845362365547
"1775",2018,"Florida International",3.41523165677627,"CUSA","Anthony Evans",1198,21.264,24.6792316567763
"1776",2012,"Wake Forest",2.74316187061317,"ACC","Jeff Bzdelik",1448,21.935,24.6781618706132
"1777",2015,"La Salle",6.23987793250106,"A-10","John Giannini",1247,18.436,24.6758779325011
"1778",2026,"Nebraska",4.68182229601779,"Big Ten","Fred Hoiberg",1304,19.989,24.6708222960178
"1779",2012,"Sacred Heart",3.01512942320545,"NEC","Dave Bike",1357,21.655,24.6701294232055
"1780",2020,"UC-Irvine",4.34699516210748,"Big West","Russ Turner",1414,20.32,24.6669951621075
"1781",2017,"Butler",2.37065453302552,"Big East","Chris Holtmann",1139,22.292,24.6626545330255
"1782",2017,"Furman",1.29432263087103,"Southern","Niko Medved",1202,23.367,24.661322630871
"1783",2014,"Morgan State",4.28615449839351,"MEAC","Todd Bozeman",1288,20.369,24.6551544983935
"1784",2010,"Niagara",4.63787629796275,"MAAC","Joe Mihalich",1310,19.993,24.6308762979628
"1785",2017,"Washington State",7.48550510329968,"Pac-12","Ernie Kent",1450,17.131,24.6165051032997
"1786",2019,"Akron",4.39173104875232,"MAC","John Groce",1103,20.223,24.6147310487523
"1787",2018,"New Hampshire",8.39940566054882,"AmEast","Bill Herrion",1306,16.204,24.6034056605488
"1788",2020,"UTSA",1.33082799347228,"CUSA","Steve Henson",1427,23.263,24.5938279934723
"1789",2022,"Marquette",6.05517137125686,"Big East","Shaka Smart",1266,18.537,24.5921713712569
"1790",2011,"Hofstra",0.438936888612039,"CAA","Mo Cassara",1220,24.149,24.587936888612
"1791",2022,"Utah Valley",0.877946500065252,"WAC","Mark Madsen",1430,23.707,24.5849465000653
"1792",2021,"Vanderbilt",0.416992133368322,"SEC","Jerry Stackhouse",1435,24.164,24.5809921333683
"1793",2024,"Arizona",1.83036994316734,"Pac-12","Tommy Lloyd",1112,22.746,24.5763699431673
"1794",2023,"Furman",2.88929543592001,"Southern","Bob Richey",1202,21.683,24.57229543592
"1795",2013,"Marquette",2.82915320211623,"Big East","Buzz Williams",1266,21.734,24.5631532021162
"1796",2013,"Cal State Northridge",5.22186253889767,"Big West","Bobby Braswell",1169,19.341,24.5628625388977
"1797",2025,"North Alabama",2.12416222536194,"A-Sun","Tony Pujol",1466,22.43,24.5541622253619
"1798",2016,"Louisiana-Monroe",4.5377808737602,"Sun Belt","Keith Richard",1419,20.009,24.5467808737602
"1799",2024,"UCLA",9.97896008814331,"Pac-12","Mick Cronin",1417,14.556,24.5349600881433
"1800",2015,"Alabama",0.0206987386689644,"SEC","John Brannen",1104,24.513,24.533698738669
"1801",2020,"UCLA",7.98854176902849,"Pac-12","Mick Cronin",1417,16.541,24.5295417690285
"1802",2014,"Stony Brook",2.96911192664843,"AmEast","Steve Pikiell",1392,21.548,24.5171119266484
"1803",2019,"DePaul",3.97108512611182,"Big East","Dave Leitao",1177,20.546,24.5170851261118
"1804",2010,"Southern Miss",7.37996442424446,"CUSA","Larry Eustachy",1379,17.137,24.5169644242445
"1805",2025,"Northeastern",6.2177711040783,"CAA","Bill Coen",1318,18.297,24.5147711040783
"1806",2011,"Missouri",4.15806876500458,"Big 12","Mike Anderson Sr",1281,20.352,24.5100687650046
"1807",2013,"Idaho",1.68388229394902,"WAC","Don Verlin",1225,22.818,24.501882293949
"1808",2020,"ETSU",2.70496233377248,"Southern","Steve Forbes",1190,21.795,24.4999623337725
"1809",2018,"San Diego",0.0440973128164893,"WCC","Sam Scholl",1360,24.455,24.4990973128165
"1810",2018,"Louisiana-Monroe",5.0533414824505,"Sun Belt","Keith Richard",1419,19.444,24.4973414824505
"1811",2025,"Southern Illinois",7.71443176166543,"MVC","Scott Nagy",1356,16.782,24.4964317616654
"1812",2010,"Western Kentucky",0.961679632864923,"Sun Belt","Ken McDonald",1443,23.495,24.4566796328649
"1813",2014,"Georgia Tech",4.46803520797316,"ACC","Brian Gregory",1210,19.976,24.4440352079732
"1814",2024,"Utah State",2.27076351196015,"MWC","Danny Sprinkle",1429,22.17,24.4407635119601
"1815",2020,"Seattle",3.2838271952731,"WAC","Jim Hayford",1370,21.145,24.4288271952731
"1816",2017,"Cal State Bakersfield",6.07384569176777,"WAC","Rod Barnes",1167,18.354,24.4278456917678
"1817",2021,"Hartford",3.27055796755532,"AmEast","John Gallagher",1216,21.155,24.4255579675553
"1818",2011,"Valparaiso",7.69596889610514,"Horizon","Homer Drew",1434,16.714,24.4099688961051
"1819",2025,"Rhode Island",5.09289630205746,"A-10","Archie Miller",1348,19.306,24.3988963020575
"1820",2012,"Houston",4.01564415350754,"CUSA","James Dickey",1222,20.369,24.3846441535075
"1821",2025,"Jacksonville State",5.37340275918383,"CUSA","Ray Harper",1240,19,24.3734027591838
"1822",2021,"UMBC",2.18637244957296,"AmEast","Ryan Odom",1420,22.187,24.373372449573
"1823",2014,"Minnesota",0.892564180727744,"Big Ten","Richard Pitino",1278,23.475,24.3675641807277
"1824",2014,"Hawaii",1.49739536652386,"Big West","Gib Arnold",1218,22.862,24.3593953665239
"1825",2022,"UC-Davis",6.46685841326204,"Big West","Jim Les",1413,17.886,24.352858413262
"1826",2017,"Rice",0.975356725738031,"CUSA","Mike Rhoades",1349,23.372,24.347356725738
"1827",2014,"San Diego",2.12257935080399,"WCC","Bill Grier",1360,22.224,24.346579350804
"1828",2019,"American",1.62255139302498,"Patriot","Mike Brennan",1110,22.721,24.343551393025
"1829",2012,"Ball State",3.1154042142136,"MAC","Billy Taylor",1123,21.228,24.3434042142136
"1830",2019,"Jacksonville State",3.2492152302602,"OVC","Ray Harper",1240,21.093,24.3422152302602
"1831",2020,"Mercer",0.686429909753157,"Southern","Greg Gary",1273,23.655,24.3414299097532
"1832",2013,"West Virginia",13.5367629313785,"Big 12","Bob Huggins",1452,10.794,24.3307629313785
"1833",2011,"Providence",1.53807371537098,"Big East","Keno Davis",1344,22.792,24.330073715371
"1834",2024,"Texas",4.28400108433501,"Big 12","Rodney Terry",1400,20.026,24.310001084335
"1835",2023,"Northwestern",3.22507476512512,"Big Ten","Chris Collins",1321,21.081,24.3060747651251
"1836",2018,"Cal State Fullerton",1.39879745297653,"Big West","Dedrique Taylor",1168,22.9,24.2987974529765
"1837",2010,"Penn State",4.16219828878732,"Big Ten","Ed DeChellis",1336,20.132,24.2941982887873
"1838",2025,"UNC Greensboro",5.24267432942538,"Southern","Mike Jones",1422,19.048,24.2906743294254
"1839",2012,"Austin Peay",7.54438469139182,"OVC","Dave Loos",1122,16.746,24.2903846913918
"1840",2015,"Florida State",9.52244326875587,"ACC","Leonard Hamilton",1199,14.766,24.2884432687559
"1841",2014,"Boston University",2.97279375923296,"Patriot","Joe Jones",1131,21.314,24.286793759233
"1842",2026,"Vanderbilt",5.38737340141967,"SEC","Mark Byington",1435,18.899,24.2863734014197
"1843",2016,"High Point",2.43323802573394,"Big South","Scott Cherry",1219,21.852,24.2852380257339
"1844",2010,"USC",3.89225861570565,"Pac-10","Kevin O'Neill",1425,20.391,24.2832586157056
"1845",2020,"Wake Forest",2.41219988137767,"ACC","Danny Manning",1448,21.871,24.2831998813777
"1846",2012,"Manhattan",0.443628848684654,"MAAC","Steve Masiello",1264,23.813,24.2566288486847
"1847",2025,"Navy",8.62972127179164,"Patriot","Ed DeChellis",1298,15.618,24.2477212717916
"1848",2019,"Missouri",4.59669811414914,"SEC","Cuonzo Martin",1281,19.647,24.2436981141491
"1849",2018,"Missouri State",2.20345163007456,"MVC","Paul Lusk",1283,22.035,24.2384516300746
"1850",2014,"UT Arlington",2.84959075283662,"Sun Belt","Scott Cross",1426,21.368,24.2175907528366
"1851",2012,"Stephen F. Austin",4.55973397183397,"Southland","Danny Kaspar",1372,19.656,24.215733971834
"1852",2014,"Southern Miss",3.53734694263905,"CUSA","Donnie Tyndall",1379,20.678,24.215346942639
"1853",2013,"Charleston Southern",2.22348302484466,"Big South","Barclay Radebaugh",1149,21.983,24.2064830248447
"1854",2011,"Missouri State",1.26764628211552,"MVC","Cuonzo Martin",1283,22.935,24.2026462821155
"1855",2013,"George Mason",6.27881777163904,"CAA","Paul Hewitt",1206,17.923,24.201817771639
"1856",2016,"Austin Peay",8.51056688665275,"OVC","Dave Loos",1122,15.68,24.1905668866528
"1857",2013,"Lehigh",2.38965225271602,"Patriot","Brett Reed",1250,21.78,24.169652252716
"1858",2021,"Winthrop",3.87141034896882,"Big South","Pat Kelsey",1457,20.296,24.1674103489688
"1859",2018,"UAB",0.769889448436803,"CUSA","Rob Ehsan",1412,23.394,24.1638894484368
"1860",2016,"Ohio",3.47982010366241,"MAC","Saul Phillips",1325,20.681,24.1608201036624
"1861",2010,"Wright State",3.47385220074383,"Horizon","Brad Brownell",1460,20.676,24.1498522007438
"1862",2023,"Kent State",5.13910485569326,"MAC","Rob Senderoff",1245,18.996,24.1351048556933
"1863",2013,"Arkansas",4.9313945203781,"SEC","Mike Anderson Sr",1116,19.202,24.1333945203781
"1864",2020,"South Carolina",5.49020090955251,"SEC","Frank Martin",1376,18.635,24.1252009095525
"1865",2014,"Dayton",1.31300216704373,"A-10","Archie Miller",1173,22.812,24.1250021670437
"1866",2023,"Wake Forest",3.74281374708435,"ACC","Steve Forbes",1448,20.376,24.1188137470843
"1867",2012,"Northern Iowa",2.68103712408679,"MVC","Ben Jacobson",1320,21.435,24.1160371240868
"1868",2013,"Xavier",1.87316197344609,"A-10","Chris Mack",1462,22.241,24.1141619734461
"1869",2022,"Wofford",1.10297344680843,"Southern","Jay McAuley",1459,23.005,24.1079734468084
"1870",2012,"Milwaukee",2.51583642316052,"Horizon","Rob Jeter",1454,21.581,24.0968364231605
"1871",2026,"Oregon",16.468561605946,"Big Ten","Dana Altman",1332,7.628,24.096561605946
"1872",2019,"Louisiana",8.2954610084458,"Sun Belt","Bob Marlin",1418,15.801,24.0964610084458
"1873",2014,"Auburn",2.7255986372982,"SEC","Tony Barbee",1120,21.361,24.0865986372982
"1874",2017,"Harvard",7.67611673847207,"Ivy","Tommy Amaker",1217,16.408,24.0841167384721
"1875",2013,"Memphis",2.20345429825684,"CUSA","Josh Pastner",1272,21.879,24.0824542982568
"1876",2015,"Tennessee",3.86746301037541,"SEC","Donnie Tyndall",1397,20.213,24.0804630103754
"1877",2020,"Stephen F. Austin",1.84229393661695,"Southland","Kyle Keller",1372,22.235,24.0772939366169
"1878",2021,"Seattle",3.53879701250315,"WAC","Jim Hayford",1370,20.534,24.0727970125031
"1879",2024,"McNeese State",0.112293157126797,"Southland","Vernon Hamilton",1270,23.96,24.0722931571268
"1880",2015,"USC Upstate",4.43159171423296,"A-Sun","Eddie Payne",1367,19.639,24.070591714233
"1881",2023,"Yale",7.76191157762819,"Ivy","James Jones",1463,16.303,24.0649115776282
"1882",2025,"Harvard",9.98226993341345,"Ivy","Tommy Amaker",1217,14.079,24.0612699334135
"1883",2019,"Colorado",5.09721358168992,"Pac-12","Tad Boyle",1160,18.959,24.0562135816899
"1884",2019,"Penn State",3.51473507871154,"Big Ten","Patrick Chambers",1336,20.536,24.0507350787115
"1885",2025,"Missouri",2.18601076885232,"SEC","Dennis Gates",1281,21.862,24.0480107688523
"1886",2018,"DePaul",3.57846281145446,"Big East","Dave Leitao",1177,20.467,24.0454628114545
"1887",2023,"Hofstra",0.959487799792524,"CAA","Speedy Claxton",1220,23.081,24.0404877997925
"1888",2011,"Princeton",1.37554474906091,"Ivy","Sydney Johnson",1343,22.663,24.0385447490609
"1889",2012,"San Francisco",1.93316813491286,"WCC","Rex Walters",1362,22.105,24.0381681349129
"1890",2015,"Arizona State",8.59034319194446,"Pac-12","Herb Sendek",1113,15.447,24.0373431919445
"1891",2022,"UC-Riverside",0.622462068668131,"Big West","Mike Magpayo",1415,23.411,24.0334620686681
"1892",2016,"Little Rock",0.638189681694032,"Sun Belt","Chris Beard",1114,23.395,24.033189681694
"1893",2024,"McNeese State",0.0673758942760782,"Southland","Brandon Chambers",1270,23.96,24.0273758942761
"1894",2016,"Creighton",6.03316176548927,"Big East","Greg McDermott",1166,17.991,24.0241617654893
"1895",2022,"Tarleton State",3.57783018415735,"WAC","Billy Gillispie",1470,20.414,23.9918301841574
"1896",2025,"Middle Tennessee",4.22303438977179,"CUSA","Nick McDevitt",1292,19.746,23.9690343897718
"1897",2015,"George Washington",4.0538210814102,"A-10","Mike Lonergan",1203,19.889,23.9428210814102
"1898",2019,"Central Michigan",4.05863150690297,"MAC","Keno Davis",1141,19.871,23.929631506903
"1899",2012,"Arkansas",4.53101904218152,"SEC","Mike Anderson Sr",1116,19.398,23.9290190421815
"1900",2012,"Charleston Southern",1.8342086069139,"Big South","Barclay Radebaugh",1149,22.094,23.9282086069139
"1901",2024,"Louisiana Tech",0.771089934722633,"CUSA","Talvin Hester",1256,23.152,23.9230899347226
"1902",2019,"Lipscomb",2.85401051930442,"A-Sun","Casey Alexander",1252,21.068,23.9220105193044
"1903",2018,"UNC Greensboro",2.33303981218268,"Southern","Wes Miller",1422,21.587,23.9200398121827
"1904",2010,"Wichita State",5.13597668118449,"MVC","Gregg Marshall",1455,18.784,23.9199766811845
"1905",2018,"ETSU",1.58294734854373,"Southern","Steve Forbes",1190,22.324,23.9069473485437
"1906",2020,"Oakland",7.64998324030192,"Horizon","Greg Kampe",1324,16.248,23.8979832403019
"1907",2017,"Mercer",5.13946302501646,"Southern","Bob Hoffman",1273,18.756,23.8954630250165
"1908",2016,"Colorado State",10.1662133257547,"MWC","Larry Eustachy",1161,13.728,23.8942133257547
"1909",2013,"Cal State Fullerton",0.292144697409242,"Big West","Andy Newman",1168,23.601,23.8931446974092
"1910",2012,"South Florida",3.84870881177656,"Big East","Stan Heath",1378,20.039,23.8877088117766
"1911",2018,"Indiana State",2.76725839699814,"MVC","Greg Lansing",1232,21.112,23.8792583969981
"1912",2019,"Weber State",5.5273209350037,"Big Sky","Randy Rahe",1451,18.342,23.8693209350037
"1913",2025,"USC",4.94955282749125,"Big Ten","Eric Musselman",1425,18.915,23.8645528274912
"1914",2013,"New Mexico State",2.62328307030831,"WAC","Marvin Menzies",1308,21.239,23.8622830703083
"1915",2015,"Central Michigan",2.46208135685582,"MAC","Keno Davis",1141,21.398,23.8600813568558
"1916",2019,"Santa Clara",9.50775237649789,"WCC","Herb Sendek",1365,14.352,23.8597523764979
"1917",2013,"Northeastern",2.30736522434435,"CAA","Bill Coen",1318,21.552,23.8593652243443
"1918",2018,"Mount St. Mary's",2.10278461649705,"NEC","Jamion Christian",1291,21.756,23.8587846164971
"1919",2016,"Milwaukee",3.82733061354392,"Horizon","Rob Jeter",1454,20.028,23.8553306135439
"1920",2017,"Ohio",3.88900568856545,"MAC","Saul Phillips",1325,19.966,23.8550056885655
"1921",2025,"UNC",2.0997035559967,"ACC","Hubert Davis",1314,21.742,23.8417035559967
"1922",2013,"St. Bonaventure",3.53468319651058,"A-10","Mark Schmidt",1382,20.307,23.8416831965106
"1923",2010,"Montana",1.45596818739177,"Big Sky","Wayne Tinkle",1285,22.373,23.8289681873918
"1924",2013,"SMU",3.99392550873521,"CUSA","Larry Brown",1374,19.834,23.8279255087352
"1925",2024,"Wright State",7.42526418903896,"Horizon","Scott Nagy",1460,16.392,23.817264189039
"1926",2021,"Louisiana Tech",2.68496473526314,"CUSA","Eric Konkol",1256,21.122,23.8069647352631
"1927",2023,"Richmond",7.12971300399804,"A-10","Chris Mooney",1350,16.677,23.806713003998
"1928",2013,"Middle Tennessee",5.80517124691495,"Sun Belt","Kermit Davis Jr",1292,17.992,23.7971712469149
"1929",2023,"Pitt",5.2011569769851,"ACC","Jeff Capel III",1338,18.591,23.7921569769851
"1930",2016,"Purdue Fort Wayne",0.836810545252312,"Summit","Jon Coffman",1236,22.954,23.7908105452523
"1931",2018,"NC State",1.93819768039822,"ACC","Kevin Keatts",1301,21.851,23.7891976803982
"1932",2016,"Xavier",3.37088579976732,"Big East","Chris Mack",1462,20.411,23.7818857997673
"1933",2019,"Duquesne",7.48709535595413,"A-10","Keith Dambrot",1182,16.289,23.7760953559541
"1934",2012,"Robert Morris",0.914251534101162,"NEC","Andrew Toole",1352,22.859,23.7732515341012
